paper_id,title,year,venue,doi,url,type,publisher,seed_query,tag,query_hits,queries
1107,Goals for small-sided football,,,10.3403/02057288,https://doi.org/10.3403/02057288,standard,BSI British Standards,hidden goals manipulation,robotics,1,hidden goals manipulation
1108,"Hidden Faces, Hidden Histories",,Postcolonial Italy,10.1057/9781137281463.0012,https://doi.org/10.1057/9781137281463.0012,book-chapter,Palgrave Macmillan,hidden goals manipulation,robotics,1,hidden goals manipulation
1109,Goals for small-sided football,,,10.3403/02057288u,https://doi.org/10.3403/02057288u,standard,BSI British Standards,hidden goals manipulation,robotics,1,hidden goals manipulation
1110,Hidden Solidarities Revealed,,Rethinking Friendship,10.2307/j.ctv346r5j.13,https://doi.org/10.2307/j.ctv346r5j.13,book-chapter,Princeton University Press,hidden goals manipulation,robotics,1,hidden goals manipulation
1111,"The relationship between music therapy goals, health goals and education goals in a transition school for adolescents with mental health needs",,,10.26686/wgtn.17013959,https://doi.org/10.26686/wgtn.17013959,dissertation,Victoria University of Wellington Library,hidden goals manipulation,robotics,1,hidden goals manipulation
1112,Character Manipulation,,Use R!,10.1007/978-0-387-74731-6_7,https://doi.org/10.1007/978-0-387-74731-6_7,book-chapter,Springer New York,hidden goals manipulation,robotics,1,hidden goals manipulation
1113,Hidden Markov Models,,Introduction to Hidden Semi-Markov Models,10.1017/9781108377423.004,https://doi.org/10.1017/9781108377423.004,book-chapter,Cambridge University Press,hidden goals manipulation,robotics,1,hidden goals manipulation
1114,A selective analysis of particular goals,,Sustainable Development Goals,10.4337/9781786438768.00013,https://doi.org/10.4337/9781786438768.00013,other,Edward Elgar Publishing,hidden goals manipulation,robotics,1,hidden goals manipulation
1115,Gentle Manipulation of Long-Horizon Tasks Without Human Demonstrations_supp1-3653406.mp4,,,10.1109/lra.2026.3653406/mm1,https://doi.org/10.1109/lra.2026.3653406/mm1,component,Institute of Electrical and Electronics Engineers (IEEE),long horizon manipulation partial observability,robotics,1,long horizon manipulation partial observability
1116,The Art of Imitation: Learning Long-Horizon Manipulation Tasks From Few Demonstrations_supp1-3487506.m4v,,,10.1109/lra.2024.3487506/mm1,https://doi.org/10.1109/lra.2024.3487506/mm1,component,Institute of Electrical and Electronics Engineers (IEEE),long horizon manipulation partial observability,robotics,1,long horizon manipulation partial observability
1117,Robot navigation with coarse domain knowledge under partial observability:,,,10.17760/d20705204,https://doi.org/10.17760/d20705204,dissertation,Northeastern University Library,long horizon manipulation partial observability,robotics,2,long horizon manipulation partial observability; task and motion planning partial observability manipulation
1118,Macro-action-based multi-agent/robot deep reinforcement learning under partial observability,,,10.17760/d20467227,https://doi.org/10.17760/d20467227,dissertation,Northeastern University Library,long horizon manipulation partial observability,robotics,2,long horizon manipulation partial observability; task and motion planning partial observability manipulation
1119,Predicting Cement Strength as Probability Density: Resolving Partial Observability and Sample Scarcity for Industrial Quality Control_supp1-3673478.pdf,,,10.1109/tii.2026.3673478/mm1,https://doi.org/10.1109/tii.2026.3673478/mm1,component,Institute of Electrical and Electronics Engineers (IEEE),long horizon manipulation partial observability,robotics,1,long horizon manipulation partial observability
1120,Robust perception under partial observations for robotic manipulation,,,10.32657/10356/210518,https://doi.org/10.32657/10356/210518,dissertation,Nanyang Technological University,long horizon manipulation partial observability,robotics,1,long horizon manipulation partial observability
1121,Partial Photochemical Oxidation Was a Dominant Fate of Deepwater Horizon Surface Oil,,,10.1021/acs.est.7b05948.s001,https://doi.org/10.1021/acs.est.7b05948.s001,component,American Chemical Society (ACS),long horizon manipulation partial observability,robotics,1,long horizon manipulation partial observability
1122,Supervisory control with partial information on controllability and observability,,Proceedings of 36th Midwest Symposium on Circuits and Systems,10.1109/mwscas.1993.343038,https://doi.org/10.1109/mwscas.1993.343038,proceedings-article,IEEE,long horizon manipulation partial observability,robotics,1,long horizon manipulation partial observability
1123,Harnessing Diffusion Models for Image Manipulation With Partial Sketches_supp1-3685834.pdf,,,10.1109/tip.2026.3685834/mm1,https://doi.org/10.1109/tip.2026.3685834/mm1,component,Institute of Electrical and Electronics Engineers (IEEE),long horizon manipulation partial observability,robotics,1,long horizon manipulation partial observability
1124,Learning perception and motion planning in robotic manipulation,,,10.14711/thesis-991012879859603412,https://doi.org/10.14711/thesis-991012879859603412,dissertation,The Hong Kong University of Science and Technology Library,task and motion planning partial observability manipulation,robotics,1,task and motion planning partial observability manipulation
1125,Finger motion planning of a multifingered manipulation with rolling contact,,Proceedings of the 2001 IEEE International Symposium on Assembly and Task Planning (ISATP2001). Assembly and Disassembly in the Twenty-first Century. (Cat. No.01TH8560),10.1109/isatp.2001.928989,https://doi.org/10.1109/isatp.2001.928989,proceedings-article,IEEE,task and motion planning partial observability manipulation,robotics,1,task and motion planning partial observability manipulation
1126,"Contributions to robotic manipulation under uncertainty : calibration, estimation, motion planning",,,10.32657/10220/48014,https://doi.org/10.32657/10220/48014,dissertation,Nanyang Technological University,task and motion planning partial observability manipulation,robotics,1,task and motion planning partial observability manipulation
1127,On manipulation planning,,Proceedings. IEEE International Symposium on Assembly and Task Planning,10.1109/isatp.1995.518752,https://doi.org/10.1109/isatp.1995.518752,proceedings-article,IEEE Comput. Soc. Press,task and motion planning partial observability manipulation,robotics,1,task and motion planning partial observability manipulation
1128,Human-Aware Reactive Task Planning of Sequential Robotic Manipulation Tasks_supp1-3514130.pdf,,,10.1109/tii.2024.3514130/mm1,https://doi.org/10.1109/tii.2024.3514130/mm1,component,Institute of Electrical and Electronics Engineers (IEEE),task and motion planning partial observability manipulation,robotics,1,task and motion planning partial observability manipulation
1129,Planning of object motion by graspless manipulation using contact state transition graph,,Proceedings of the 2001 IEEE International Symposium on Assembly and Task Planning (ISATP2001). Assembly and Disassembly in the Twenty-first Century. (Cat. No.01TH8560),10.1109/isatp.2001.928987,https://doi.org/10.1109/isatp.2001.928987,proceedings-article,IEEE,task and motion planning partial observability manipulation,robotics,1,task and motion planning partial observability manipulation
1130,Towards a task planning for deformable object manipulation-formulation and computation of linear object deformation,,Proceedings. IEEE International Symposium on Assembly and Task Planning,10.1109/isatp.1995.518754,https://doi.org/10.1109/isatp.1995.518754,proceedings-article,IEEE Comput. Soc. Press,task and motion planning partial observability manipulation,robotics,1,task and motion planning partial observability manipulation
1131,Task and Motion Planning for Execution in the Real_supp1-3418550.mp4,,,10.1109/tro.2024.3418550/mm1,https://doi.org/10.1109/tro.2024.3418550/mm1,component,Institute of Electrical and Electronics Engineers (IEEE),task and motion planning partial observability manipulation,robotics,1,task and motion planning partial observability manipulation
1132,Combining task and motion planning for mobile manipulators,,,10.5821/dissertation-2117-176432,https://doi.org/10.5821/dissertation-2117-176432,dissertation,Universitat Politècnica de Catalunya,task and motion planning partial observability manipulation,robotics,1,task and motion planning partial observability manipulation
1133,Task-Constrained Motion Planning Considering Uncertainty-Informed Human Motion Prediction for Human–Robot Collaborative Disassembly_supp1-3275316.mp4,,,10.1109/tmech.2023.3275316/mm1,https://doi.org/10.1109/tmech.2023.3275316/mm1,component,Institute of Electrical and Electronics Engineers (IEEE),task and motion planning partial observability manipulation,robotics,1,task and motion planning partial observability manipulation
1134,An ontology-based approach towards coupling task and path planning for the simulation of manipulation tasks,,,10.70675/1bf1d2a1z83e3z40fbz9a62z51cd6594780e,https://doi.org/10.70675/1bf1d2a1z83e3z40fbz9a62z51cd6594780e,dissertation,Agence Bibliographique de l'Enseignement Supérieur,task and motion planning partial observability manipulation,robotics,1,task and motion planning partial observability manipulation
1135,Motion planning for multiple moving objects,,Proceedings. IEEE International Symposium on Assembly and Task Planning,10.1109/isatp.1995.518801,https://doi.org/10.1109/isatp.1995.518801,proceedings-article,IEEE Comput. Soc. Press,task and motion planning partial observability manipulation,robotics,1,task and motion planning partial observability manipulation
1136,Team information processing under partial observability. 1. Static task environment,,"[Proceedings] 1992 IEEE International Conference on Systems, Man, and Cybernetics",10.1109/icsmc.1992.271760,https://doi.org/10.1109/icsmc.1992.271760,proceedings-article,IEEE,task and motion planning partial observability manipulation,robotics,1,task and motion planning partial observability manipulation
1137,Physics-based motion planning for grasping and manipulation,,,10.5821/dissertation-2117-125843,https://doi.org/10.5821/dissertation-2117-125843,dissertation,Universitat Politècnica de Catalunya,task and motion planning partial observability manipulation,robotics,1,task and motion planning partial observability manipulation
1138,Motion planning in virtual prototyping: practical considerations,,Proceedings. IEEE International Symposium on Assembly and Task Planning,10.1109/isatp.1995.518805,https://doi.org/10.1109/isatp.1995.518805,proceedings-article,IEEE Comput. Soc. Press,task and motion planning partial observability manipulation,robotics,1,task and motion planning partial observability manipulation
1139,STAMP: Differentiable Task and Motion Planning Via Stein Variational Gradient Descent_supp1-3561575.mp4,,,10.1109/lra.2025.3561575/mm1,https://doi.org/10.1109/lra.2025.3561575/mm1,component,Institute of Electrical and Electronics Engineers (IEEE),task and motion planning partial observability manipulation,robotics,1,task and motion planning partial observability manipulation
1140,Distributed Multi-Vehicle Task Assignment and Motion Planning in Dense Environments_supp1-3336076.mp4,,,10.1109/tase.2023.3336076/mm1,https://doi.org/10.1109/tase.2023.3336076/mm1,component,Institute of Electrical and Electronics Engineers (IEEE),task and motion planning partial observability manipulation,robotics,1,task and motion planning partial observability manipulation
1141,Current status and future research in motion planning,,Proceedings. IEEE International Symposium on Assembly and Task Planning,10.1109/isatp.1995.518807,https://doi.org/10.1109/isatp.1995.518807,proceedings-article,IEEE Comput. Soc. Press,task and motion planning partial observability manipulation,robotics,1,task and motion planning partial observability manipulation
1142,F Task Planning,,Springer Tracts in Advanced Robotics,10.1007/11540151_14,https://doi.org/10.1007/11540151_14,book-chapter,Springer-Verlag,task and motion planning partial observability manipulation,robotics,1,task and motion planning partial observability manipulation
1143,Geometric reasoning for fine motion planning,,Proceedings. IEEE International Symposium on Assembly and Task Planning,10.1109/isatp.1995.518765,https://doi.org/10.1109/isatp.1995.518765,proceedings-article,IEEE Comput. Soc. Press,task and motion planning partial observability manipulation,robotics,1,task and motion planning partial observability manipulation
1144,Fine motion planning through constraint network analysis,,Proceedings. IEEE International Symposium on Assembly and Task Planning,10.1109/isatp.1995.518766,https://doi.org/10.1109/isatp.1995.518766,proceedings-article,IEEE Comput. Soc. Press,task and motion planning partial observability manipulation,robotics,1,task and motion planning partial observability manipulation
1145,Anticipatory Task and Motion Planning: Improved Rearrangement in Persistent Continuous-Space Environments_supp1-3631357.mp4,,,10.1109/lra.2025.3631357/mm1,https://doi.org/10.1109/lra.2025.3631357/mm1,component,Institute of Electrical and Electronics Engineers (IEEE),task and motion planning partial observability manipulation,robotics,1,task and motion planning partial observability manipulation
